laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CpuGen,Ram,Gpu,OpSys,Weight,Price_euros
145,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050M,No OS,2.4kg,676.52
146,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.1kg,684.43
147,HP,255 G6,Notebook,15.6,1366x768,AMD A6-Series 9220 2.5GHz,9th Gen,4GB,AMD Radeon R4 Graphics,Windows 10,1.86kg,425.08
148,Asus,ZenBook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.25kg,1380.74
149,HP,EliteBook Folio,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,Unknown,8GB,Intel HD Graphics 515,Windows 10,0.97kg,1717.16
150,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,2kg,287.55
151,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1070,Windows 10,2.9kg,2443.7
152,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.1kg,518.25
153,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,2.56kg,1436.77
154,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2.62kg,1051.19
155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,1.9kg,480.07
156,MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,2.8kg,2166.79
157,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,1.48kg,1253.62
158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,6GB,AMD Radeon 520,Windows 10,1.91kg,592.46
159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,1.74kg,926.61
160,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel HD Graphics 620,Windows 10,1.1kg,1571.12
161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.56kg,903.96
163,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.1kg,550.4
164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,9th Gen,4GB,AMD Radeon R5 M420,Windows 10,2.03kg,364.74
165,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,4GB,Nvidia GeForce MX150,Windows 10,3kg,1012.22
166,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,AMD Radeon 520,Windows 10,2.13kg,969.49
167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,1009.8
168,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,2.1kg,449.85
169,MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,2.4kg,2127.42
170,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4th Gen,4GB,Intel HD Graphics 505,Windows 10,2.1kg,459.63
171,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2.56kg,1568.84
172,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Nvidia GeForce MX150,Windows 10,3kg,897.49
173,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,4GB,Intel UHD Graphics 620,Windows 10,1.49kg,715.74
174,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.05kg,1243.91
175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,6GB,AMD Radeon 520,Windows 10,2.71kg,654.85
176,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,9th Gen,4GB,AMD Radeon R4 Graphics,No OS,2.2kg,335.14
177,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,2kg,571.26
178,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Nvidia GeForce 930MX,Windows 10,2.5kg,1066.38
179,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.3kg,580.84
180,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.1kg,495.07
181,MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,6th Gen,32GB,Nvidia GTX 980 SLI,Windows 10,4.4kg,3892.59
182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,AMD R17M-M1-70,Windows 10,1.90kg,851.27
183,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.29kg,2464.41
184,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,16GB,AMD Radeon 530,Linux,2.02kg,1285.17
185,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.23kg,1299.07
186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8th Gen,16GB,Intel UHD Graphics 620,Windows 10,1.4kg,1637.88
187,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.0kg,948.82
188,Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Nvidia GeForce MX150,No OS,1.95kg,1265.31
189,Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,16GB,Nvidia GeForce 150MX,Windows 10,2.77kg,1925.1
190,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,2.06kg,2863.57
191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,No OS,2.4kg,845.55
192,Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,5th Gen,8GB,Intel HD Graphics 615,Windows 10,1.12kg,920.4
193,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 530,Windows 10,2.8kg,864.78
194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,7th Gen,16GB,Intel HD Graphics 620,Windows 10,1.42kg,2854.21
195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,1.3kg,330.53
196,Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Nvidia GeForce MX150,No OS,1.3kg,1142.7
197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Nvidia GeForce MX150,No OS,2.8kg,593.89
198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.62kg,951.96
199,HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Nvidia GeForce 930MX,Windows 10,2.5kg,1075.84
200,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,7th Gen,32GB,Nvidia GeForce GTX 1080,Windows 10,3.49kg,5630.77
201,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.49kg,1084.38
202,HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,3.35kg,1532.95
203,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Nvidia GeForce 930MX ,Windows 10,2.5kg,910.62
204,Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,2.65kg,2161.52
205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.1kg,597.59
206,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Nvidia GeForce 940MX,Windows 10,2.23kg,976.92
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,3.2kg,2292.52
208,Dell,Precision 7520,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,1th Gen,16GB,Nvidia Quadro M1200,Windows 10,2.8kg,2518.74
209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,No OS,2.4kg,1275.58
210,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,7th Gen,6GB,Intel HD Graphics 620,Windows 10,2.3kg,528.12
211,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.21kg,2344.17
212,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.2kg,1743.16
213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.2kg,1116.72
215,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Linux,2.4kg,945.84
216,Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,2.9kg,1867.25
217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,No OS,2.1kg,450.49
218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,No OS,2.2kg,675.42
219,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.05kg,1554.38
220,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 530,Windows 10,1.4kg,1166.52
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 940MX,No OS,2.8kg,556.86
222,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Nvidia GeForce 930MX,Windows 10,1.63kg,1085.27
223,Dell,Latitude 5490,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.6kg,1152.36
224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,16GB,Intel UHD Graphics 620,Windows 10,1.62kg,1427.84
225,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,AMD Radeon 520,Linux,2.2kg,1058.65
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.74kg,653.17
227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,1.2kg,1686.37
228,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,2.1kg,617.3
229,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,4.42kg,2470.13
230,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Nvidia GeForce 940MX,Windows 10,2.2kg,1096.4
231,Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,16GB,AMD Radeon R7 M445,Windows 10,2.3kg,955.95
232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Nvidia GeForce 920MX ,Windows 10,2kg,680.14
233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 950M,Windows 10,2.69kg,852.63
234,HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,AMD FirePro W4190M ,Windows 10,1.9kg,1568.38
235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,2.37kg,380.61
236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,9th Gen,4GB,AMD Radeon R2,Windows 10,2.1kg,377.29
237,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,3.2kg,1662.56
238,Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.6kg,832.96
239,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,1.6kg,1053.34
240,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,16GB,AMD Radeon R7 M445,Linux,2.36kg,1102.88
241,Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,Linux,2.1kg,271.04
242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,9th Gen,4GB,AMD Radeon R5 M430,Windows 10,2.2kg,653.94
243,Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7th Gen,32GB,Nvidia GeForce GTX 1080,Windows 10,4.7kg,3764.13
244,Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2.5kg,1074.83
245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,2.2kg,554.54
246,Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Nvidia GeForce 150MX,Windows 10,2.1kg,1233.23
247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Nvidia GeForce GTX 950M,No OS,2.69kg,1067.69
248,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2.56kg,1119.1
249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.38kg,927.88
250,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 530,Windows 10,2.2kg,1017.6
251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.04kg,561.8
252,Asus,Rog G701VIK-BA060T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7th Gen,16GB,Nvidia GeForce GTX 1080,Windows 10,3.6kg,2907.03
253,HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,4GB,Intel UHD Graphics 620,Windows 10,1.49kg,980.84
254,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,5th Gen,8GB,Intel Iris Plus Graphics 650,macOS,1.37kg,2409.23
255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,2.08kg,694.37
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 980M,Windows 10,4.3kg,2309.15
257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,9th Gen,4GB,AMD Radeon R5 M420,Windows 10,1.68kg,714.96
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.37kg,2415.71
259,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,7th Gen,4GB,Nvidia GeForce MX130,Windows 10,3kg,558.88
260,Dell,Vostro 5370,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.41kg,951.99
261,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,9th Gen,8GB,AMD Radeon R4 Graphics,Windows 10,1.91kg,603.47
262,HP,Envy 17-U275cl,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,16GB,Nvidia GeForce MX150,Windows 10,2.9kg,1015.02
263,MSI,GT73EVR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1070,Windows 10,4.14kg,2970.72
264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050M,Windows 10,2kg,2132.12
265,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 530,Windows 10,2.8kg,1044.49
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,No OS,2.2kg,483.11
267,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,4GB,Intel HD Graphics 620,Windows 10,2.1kg,326.16
268,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,2.18kg,588.1
269,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,AMD Radeon R5 M430,Windows 10,2.24kg,592.96
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,2.67kg,679.5
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.1kg,2138.3
272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,No OS,2.2kg,380.12
273,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Nvidia GeForce 930MX ,Windows 10,2.5kg,1030.21
274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,2.05kg,991.01
275,Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,5th Gen,8GB,Intel Iris Graphics 550,macOS,1.37kg,2719.45
276,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,1th Gen,16GB,AMD Radeon RX 580,Windows 10,3.2kg,1259.07
277,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 520,Linux,2.14kg,979.58
278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,6th Gen,16GB,Intel HD Graphics 520,Windows 10,1.36kg,2754.01
279,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,6th Gen,8GB,Nvidia GeForce 930M,Windows 10,2.2kg,733.8
280,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,7th Gen,12GB,Intel HD Graphics 620,Windows 10,2.3kg,850.28
281,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 530,Linux,2.8kg,1252.65
282,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Nvidia GeForce MX130,Windows 10,2.2kg,730.07
283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.8kg,544.73
284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Nvidia GeForce MX150,No OS,2.8kg,868.47
285,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,7th Gen,6GB,Nvidia GeForce 940MX,Windows 10,2.8kg,964.4
